shot_id,shot_made_flag
1,0.413328111172
8,0.325975507498
17,0.686938583851
20,0.747831881046
33,0.408298522234
34,0.460540145636
35,0.517017662525
36,0.492850124836
37,0.756132781506
38,0.354263842106
45,0.385171890259
50,0.312250196934
55,0.307371914387
60,0.33878955245
66,0.264160245657
67,0.350494474173
71,0.434146344662
80,0.265447229147
85,0.320240318775
86,0.594904601574
95,0.632001399994
104,0.339708775282
113,0.393859833479
123,0.316207140684
126,0.810380458832
133,0.58312857151
141,0.22422888875
144,0.439457774162
150,0.68249130249
152,0.40342772007
153,0.68249130249
156,0.347527593374
159,0.914035141468
165,0.638468444347
172,0.469223350286
182,0.931127727032
192,0.459218263626
193,0.6766025424
196,0.484036147594
202,0.361026465893
210,0.287185132504
211,0.407734334469
228,0.93709808588
257,0.43802985549
260,0.43802985549
264,0.361122220755
267,0.688397526741
279,0.933839559555
282,0.436146169901
293,0.356776565313
299,0.840637147427
300,0.680807352066
301,0.813360929489
317,0.310472398996
327,0.430860847235
328,0.329081296921
335,0.331368505955
346,0.818382441998
348,0.231874525547
365,0.365037471056
390,0.711131989956
391,0.711131989956
392,0.818653404713
397,0.336621820927
418,0.407695055008
428,0.18091635406
434,0.583563268185
439,0.499885827303
440,0.391581207514
456,0.36235204339
459,0.263404846191
472,0.411683022976
480,0.280960589647
491,0.340560376644
497,0.308042407036
509,0.396759659052
511,0.326179891825
523,0.134486332536
533,0.464336276054
544,0.444228470325
546,0.369761377573
555,0.705301940441
558,0.39695045352
560,0.324092209339
573,0.305359363556
591,0.401737481356
596,0.309424102306
597,0.362019479275
601,0.546144247055
605,0.461371868849
617,0.330110102892
628,0.306140452623
634,0.393162578344
646,0.274506598711
649,0.384974002838
651,0.674471974373
654,0.844691991806
656,0.454608947039
657,0.422301888466
669,0.368620485067
670,0.926197528839
693,0.721827626228
694,0.30777540803
699,0.445560753345
711,0.382132858038
718,0.393305450678
722,0.374443739653
723,0.325402230024
725,0.714942336082
734,0.359700798988
735,0.355253875256
737,0.831711053848
746,0.303970515728
747,0.73311060667
766,0.317833155394
767,0.308154940605
771,0.253168731928
773,0.226945489645
774,0.339129924774
783,0.234663337469
784,0.357292115688
789,0.287077575922
792,0.40987354517
804,0.324901372194
809,0.373812019825
812,0.358336925507
813,0.40459394455
817,0.299742013216
820,0.307747334242
825,0.404344707727
826,0.400342464447
829,0.378587722778
855,0.377525866032
859,0.712221264839
862,0.428883999586
870,0.364220738411
876,0.34740665555
880,0.377352267504
886,0.949436306953
889,0.860550999641
891,0.341026753187
897,0.948909461498
902,0.413782179356
903,0.343770056963
908,0.43913641572
909,0.425824403763
920,0.351333230734
922,0.395936250687
924,0.694091022015
932,0.338121622801
934,0.32373970747
937,0.403873205185
941,0.432023853064
943,0.469800651073
950,0.382041096687
952,0.361719697714
954,0.934423029423
963,0.392610192299
975,0.365202367306
979,0.396039187908
981,0.423696547747
983,0.154592603445
985,0.515045702457
989,0.504816770554
995,0.446489602327
998,0.462637811899
1008,0.283018290997
1019,0.668794214725
1023,0.400104552507
1026,0.360199987888
1029,0.693978309631
1034,0.863595545292
1036,0.739811480045
1038,0.318498104811
1039,0.711726248264
1051,0.354449689388
1052,0.272994816303
1066,0.29540798068
1087,0.273361772299
1092,0.275518596172
1094,0.728827476501
1098,0.428221344948
1099,0.384860605001
1102,0.334163695574
1118,0.389564305544
1131,0.308130860329
1133,0.737888455391
1135,0.935137212276
1138,0.474060356617
1139,0.870312571526
1142,0.36330512166
1151,0.415331661701
1152,0.424251675606
1155,0.687916100025
1165,0.374437272549
1167,0.925454080105
1172,0.3750205338
1174,0.70667296648
1180,0.453179448843
1200,0.42062291503
1202,0.434264719486
1227,0.599693477154
1228,0.659087121487
1229,0.333977520466
1237,0.362729012966
1241,0.363160312176
1256,0.333994358778
1279,0.38210055232
1293,0.269439846277
1295,0.298475652933
1319,0.722678780556
1320,0.337872117758
1321,0.802668869495
1322,0.721786201
1334,0.304655700922
1351,0.677762150764
1373,0.344207853079
1375,0.290366649628
1380,0.497671931982
1382,0.728841125965
1385,0.406322449446
1399,0.409124225378
1403,0.934861004353
1428,0.284417331219
1434,0.315218180418
1444,0.936558246613
1448,0.347615748644
1466,0.860564112663
1476,0.33190536499
1478,0.407059252262
1485,0.386001437902
1491,0.720785200596
1494,0.706391632557
1500,0.340279251337
1501,0.714936971664
1503,0.477252334356
1519,0.63710129261
1524,0.34527489543
1529,0.77055644989
1533,0.676511883736
1538,0.957344770432
1539,0.377642154694
1546,0.434866786003
1555,0.326626509428
1559,0.381383925676
1563,0.757740437984
1565,0.782065868378
1574,0.361870348454
1591,0.329048544168
1594,0.253402650356
1605,0.267684280872
1611,0.359605014324
1614,0.342693328857
1620,0.358532965183
1626,0.26586279273
1630,0.356390058994
1632,0.337423592806
1634,0.302298665047
1643,0.306505024433
1651,0.40030503273
1655,0.364102244377
1658,0.287337273359
1659,0.382250338793
1665,0.394855767488
1675,0.333506345749
1680,0.672697722912
1690,0.363879203796
1696,0.313957870007
1714,0.241851195693
1721,0.365859568119
1726,0.40606713295
1728,0.426548779011
1734,0.401952385902
1735,0.328721135855
1740,0.345238864422
1744,0.832525193691
1747,0.340572506189
1752,0.232506096363
1763,0.761534273624
1765,0.761534273624
1769,0.35530436039
1785,0.684855997562
1787,0.332976520061
1788,0.33789357543
1793,0.313449591398
1800,0.412052422762
1825,0.408377468586
1826,0.754311800003
1834,0.380220025778
1843,0.354618728161
1844,0.347393333912
1848,0.339113324881
1849,0.316232472658
1860,0.321836143732
1863,0.321836143732
1875,0.671569824219
1883,0.366344183683
1890,0.380070596933
1892,0.358456403017
1893,0.342871725559
1897,0.322322189808
1905,0.42993620038
1908,0.513387978077
1931,0.301444709301
1940,0.844719707966
1943,0.34928008914
1947,0.229995086789
1965,0.823499798775
1967,0.375942289829
1968,0.375942289829
1972,0.77045828104
1982,0.314605534077
1985,0.25093922019
2005,0.794750034809
2010,0.81966984272
2021,0.332492232323
2024,0.773220896721
2036,0.435881257057
2043,0.52390140295
2047,0.470617383718
2049,0.4118232131
2055,0.32794585824
2065,0.393316060305
2066,0.278735518456
2070,0.295255243778
2077,0.927394509315
2085,0.631175637245
2095,0.537979185581
2097,0.676902413368
2108,0.412638038397
2112,0.700941622257
2113,0.704753398895
2122,0.188375040889
2139,0.40491861105
2144,0.568257510662
2146,0.29261046648
2148,0.133981153369
2149,0.691420018673
2157,0.330358028412
2159,0.365972936153
2168,0.346255809069
2176,0.369261413813
2178,0.669370472431
2181,0.264248609543
2187,0.800210833549
2188,0.268949657679
2190,0.259857296944
2194,0.311624586582
2197,0.247725307941
2214,0.315603137016
2217,0.232697829604
2222,0.37102329731
2223,0.325093477964
2226,0.281909555197
2230,0.667343199253
2240,0.357622504234
2247,0.337405622005
2250,0.303701341152
2259,0.474624276161
2262,0.348156392574
2266,0.369814455509
2305,0.314228892326
2310,0.326293885708
2313,0.313757032156
2319,0.838898122311
2320,0.724002480507
2345,0.249005511403
2350,0.675113201141
2356,0.371306598186
2360,0.569560647011
2370,0.361087203026
2386,0.331089675426
2398,0.334112167358
2414,0.742857635021
2435,0.781099736691
2439,0.340156912804
2446,0.778605341911
2458,0.316796630621
2465,0.276303976774
2466,0.361698150635
2470,0.291004568338
2495,0.748641550541
2501,0.290416538715
2507,0.283788621426
2533,0.261777251959
2537,0.388841807842
2538,0.292452543974
2541,0.258020341396
2542,0.771839380264
2544,0.71047770977
2554,0.220159888268
2555,0.214989960194
2565,0.515899896622
2575,0.756153345108
2586,0.422309368849
2588,0.408055633307
2594,0.669360697269
2617,0.393818646669
2618,0.361300468445
2623,0.956426560879
2631,0.488636136055
2640,0.261690378189
2642,0.745676696301
2647,0.380260795355
2663,0.397819340229
2664,0.341680586338
2676,0.368497490883
2680,0.941017568111
2681,0.355163782835
2691,0.335807919502
2693,0.3871704638
2695,0.399352014065
2704,0.286862045527
2708,0.353954911232
2709,0.951548278332
2717,0.792387366295
2722,0.403159230947
2728,0.341514259577
2732,0.778548061848
2743,0.378391414881
2752,0.318812936544
2757,0.773447275162
2761,0.294132322073
2769,0.23375248909
2771,0.317971289158
2774,0.342260450125
2776,0.352730482817
2781,0.266971379519
2793,0.323068201542
2799,0.344156384468
2803,0.317297011614
2811,0.371491074562
2818,0.345590472221
2824,0.532945454121
2828,0.781075894833
2829,0.345688194036
2830,0.395861893892
2842,0.765229225159
2847,0.690905749798
2848,0.323708564043
2868,0.336517900229
2870,0.261910676956
2885,0.196745246649
2886,0.393266350031
2889,0.63776320219
2903,0.402860999107
2904,0.748464107513
2918,0.836775541306
2919,0.328187704086
2922,0.359332770109
2923,0.322273850441
2931,0.271847039461
2945,0.369848161936
2955,0.352014601231
2957,0.622669100761
2960,0.699953615665
2963,0.267872035503
2966,0.840705394745
2972,0.643602788448
2974,0.342065602541
2982,0.24831931293
2984,0.652507722378
3016,0.385983526707
3021,0.335439950228
3023,0.854043185711
3025,0.365158557892
3029,0.252663731575
3034,0.784310281277
3038,0.304185718298
3040,0.39202401042
3051,0.79596298933
3062,0.332649379969
3069,0.361424684525
3071,0.282015234232
3076,0.937173485756
3079,0.318025827408
3081,0.270748972893
3082,0.403417378664
3084,0.861393392086
3098,0.35438734293
3104,0.426977962255
3105,0.404837280512
3114,0.756548523903
3118,0.370526313782
3122,0.260383754969
3132,0.228250518441
3138,0.392607420683
3141,0.363639652729
3156,0.672336041927
3162,0.749283432961
3167,0.333399862051
3170,0.371531248093
3171,0.317192733288
3172,0.344159543514
3176,0.956460475922
3180,0.3489998281
3189,0.252048105001
3198,0.320210427046
3206,0.346047729254
3215,0.320990800858
3222,0.68590003252
3228,0.29782757163
3229,0.29639980197
3232,0.227361097932
3233,0.224777474999
3238,0.292285442352
3256,0.424331724644
3264,0.528742074966
3273,0.380337834358
3275,0.738329708576
3285,0.573758065701
3289,0.236534416676
3294,0.361419975758
3306,0.389525592327
3311,0.77549880743
3318,0.330032348633
3322,0.626813292503
3324,0.345025837421
3334,0.590510606766
3341,0.390622466803
3345,0.240803450346
3346,0.938778877258
3352,0.318710744381
3368,0.324398726225
3371,0.228940725327
3372,0.411506563425
3375,0.419360041618
3384,0.331418275833
3387,0.278622210026
3393,0.369585126638
3406,0.380109399557
3411,0.609849631786
3412,0.652315318584
3414,0.526582300663
3417,0.693225026131
3420,0.777954876423
3423,0.771151185036
3436,0.232001110911
3438,0.669663488865
3442,0.234157294035
3443,0.304633766413
3451,0.240778937936
3461,0.377244383097
3489,0.310933589935
3491,0.501883864403
3510,0.661011099815
3515,0.488496482372
3527,0.326457321644
3530,0.300579220057
3540,0.364182829857
3582,0.23978215456
3604,0.252227067947
3605,0.245823293924
3609,0.281200408936
3624,0.19091321528
3628,0.77723634243
3630,0.245458066463
3641,0.246100008488
3642,0.24741512537
3648,0.320300757885
3650,0.950982391834
3652,0.951668977737
3660,0.38159558177
3664,0.245001718402
3670,0.326530128717
3672,0.362907260656
3680,0.326060563326
3682,0.95259308815
3685,0.589057266712
3686,0.294904530048
3689,0.353037118912
3705,0.360241621733
3712,0.273161113262
3713,0.329250663519
3719,0.254909455776
3721,0.28264516592
3723,0.759181916714
3724,0.252900332212
3727,0.292734503746
3733,0.492999315262
3734,0.420980781317
3742,0.339604407549
3770,0.162713289261
3777,0.371061772108
3778,0.394766628742
3780,0.415358960629
3783,0.42217618227
3784,0.415473878384
3788,0.378310412169
3790,0.379873931408
3794,0.375930041075
3795,0.422141909599
3796,0.432917952538
3801,0.459681600332
3806,0.350226849318
3813,0.390690207481
3814,0.325377881527
3818,0.473789453506
3824,0.448235213757
3836,0.347946375608
3853,0.379874736071
3855,0.322879731655
3858,0.33308416605
3861,0.794023275375
3866,0.297056078911
3870,0.36104029417
3874,0.963906764984
3876,0.236766904593
3878,0.249818995595
3890,0.430419355631
3900,0.932554423809
3904,0.3920827806
3906,0.403883546591
3907,0.370638549328
3908,0.368548452854
3912,0.2809060812
3918,0.944951117039
3923,0.949329972267
3924,0.376795858145
3925,0.218802183867
3927,0.676942706108
3955,0.953436732292
3964,0.329576849937
3969,0.329576849937
3974,0.708465218544
3976,0.322298020124
3984,0.261928468943
3991,0.407664716244
3993,0.960667610168
4009,0.290839403868
4011,0.406329840422
4020,0.303730994463
4033,0.321152895689
4041,0.442350238562
4045,0.893716394901
4052,0.38495349884
4055,0.367507785559
4056,0.409654021263
4057,0.387222021818
4067,0.9628662467
4069,0.400314182043
4077,0.312196820974
4094,0.37129881978
4095,0.349800229073
4100,0.341710805893
4119,0.313251674175
4130,0.61104041338
4131,0.445236951113
4132,0.5695078969
4134,0.526527225971
4137,0.917756140232
4138,0.364547938108
4143,0.288651943207
4145,0.422209203243
4148,0.294697463512
4163,0.142797499895
4166,0.384272396564
4169,0.767632901669
4170,0.471579492092
4174,0.422459185123
4180,0.333964109421
4199,0.95415854454
4201,0.40120908618
4203,0.390966325998
4210,0.109952643514
4211,0.355642795563
4213,0.946480691433
4225,0.337745785713
4235,0.263339012861
4242,0.311275869608
4245,0.341945439577
4250,0.374159008265
4252,0.345259219408
4254,0.27647203207
4263,0.241078004241
4264,0.241078004241
4268,0.364063084126
4270,0.407381057739
4282,0.774923145771
4283,0.3761279881
4291,0.433084696531
4304,0.421623766422
4306,0.329422473907
4309,0.330393850803
4310,0.318309187889
4313,0.249777987599
4314,0.374563962221
4315,0.322107464075
4321,0.422769606113
4324,0.371313840151
4325,0.340379208326
4328,0.336586743593
4329,0.291978985071
4332,0.406371414661
4337,0.359156966209
4342,0.415118068457
4344,0.478450149298
4352,0.37903085351
4355,0.394088178873
4366,0.308405965567
4371,0.337381988764
4372,0.388333797455
4376,0.389287829399
4384,0.335813730955
4387,0.355315238237
4389,0.385663419962
4390,0.355748564005
4406,0.356659889221
4407,0.737947940826
4409,0.960986733437
4410,0.776013553143
4424,0.366495400667
4434,0.354070961475
4452,0.262988239527
4460,0.421384781599
4470,0.630996882915
4480,0.283988803625
4496,0.948343575001
4503,0.265867680311
4512,0.422693431377
4518,0.638632178307
4519,0.379499703646
4522,0.271298378706
4525,0.320841401815
